"__fastGreedyCluster","Description","Enzyme.Names","GO.IDs","id","InterPro.GO.Names","InterPro.IDs","name","selected","shared name","species"
"42","60S ribosomal protein L27a","","P:GO:0006412; F:GO:0003735; C:GO:0015934","Gpal_D383_g13438.pdb","no GO terms","G3DSA:3.100.10.10 (GENE3D); PF00428 (PFAM); IPR021131 (PFAM); IPR038716 (G3DSA:1.10.10.GENE3D); IPR029153 (PFAM); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); PTHR37442:SF1 (PANTHER); PTHR37442 (PANTHER); cd05831 (CDD); IPR036227 (SUPERFAMILY)","Gpal_D383_g13438.pdb","false","Gpal_D383_g13438.pdb","Gpal"
"6","---NA---","","","Gpal_D383_g17892.pdb","no GO terms","mobidb-lite (MOBIDB_LITE)","Gpal_D383_g17892.pdb","false","Gpal_D383_g17892.pdb","Gpal"
"6","putative effector protein","","","Gpal_D383_g17324.pdb","no IPS match","no IPS match","Gpal_D383_g17324.pdb","false","Gpal_D383_g17324.pdb","Gpal"
"6","---NA---","","","Gpal_D383_g17272.pdb","no GO terms","mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE)","Gpal_D383_g17272.pdb","false","Gpal_D383_g17272.pdb","Gpal"
"6","---NA---","","","Gpal_D383_g16557.pdb","no GO terms","mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE)","Gpal_D383_g16557.pdb","false","Gpal_D383_g16557.pdb","Gpal"
"6","---NA---","","","Gpal_D383_g16528.pdb","no GO terms","mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE)","Gpal_D383_g16528.pdb","false","Gpal_D383_g16528.pdb","Gpal"
"6","---NA---","","","Gpal_D383_g15643.pdb","no GO terms","mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE)","Gpal_D383_g15643.pdb","false","Gpal_D383_g15643.pdb","Gpal"
"6","---NA---","","","Gpal_D383_g15149.pdb","no IPS match","no IPS match","Gpal_D383_g15149.pdb","false","Gpal_D383_g15149.pdb","Gpal"
"6","---NA---","","","Gpal_D383_g14791.pdb","no IPS match","no IPS match","Gpal_D383_g14791.pdb","false","Gpal_D383_g14791.pdb","Gpal"
"6","---NA---","","","Gpal_D383_g14500.pdb","no IPS match","no IPS match","Gpal_D383_g14500.pdb","false","Gpal_D383_g14500.pdb","Gpal"
"6","---NA---","","","Gpal_D383_g13030.pdb","no GO terms","mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE)","Gpal_D383_g13030.pdb","false","Gpal_D383_g13030.pdb","Gpal"
"6","---NA---","","","Gpal_D383_g13014.pdb","no GO terms","mobidb-lite (MOBIDB_LITE)","Gpal_D383_g13014.pdb","false","Gpal_D383_g13014.pdb","Gpal"
"6","---NA---","","","Gpal_D383_g08026.pdb","no IPS match","no IPS match","Gpal_D383_g08026.pdb","false","Gpal_D383_g08026.pdb","Gpal"
"6","---NA---","","","Gpal_D383_g06766.pdb","no GO terms","G3DSA:1.10.10.1870 (GENE3D); IPR003582 (PFAM); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); IPR003582 (PROSITE_PROFILES)","Gpal_D383_g06766.pdb","false","Gpal_D383_g06766.pdb","Gpal"
"6","putative gland protein G17G01","","C:GO:0016020; C:GO:0016021","Gpal_D383_g04855.pdb","no IPS match","no IPS match","Gpal_D383_g04855.pdb","false","Gpal_D383_g04855.pdb","Gpal"
"6","---NA---","","","Gpal_D383_g02714.pdb","no IPS match","no IPS match","Gpal_D383_g02714.pdb","false","Gpal_D383_g02714.pdb","Gpal"
"46","Hypothetical 66.9 kDa protein R07B1.8 in chromosome X","","C:GO:0016020; C:GO:0016021","Gpal_D383_g09585.pdb","no IPS match","no IPS match","Gpal_D383_g09585.pdb","false","Gpal_D383_g09585.pdb","Gpal"
"19","Matrixin family protein","Hydrolases","F:GO:0016787","Gpal_D383_g09295.pdb","P:proteolysis; F:metalloendopeptidase activity; F:metallopeptidase activity; F:zinc ion binding; C:extracellular matrix","IPR021190 (PRINTS); IPR001818 (PFAM); IPR024079 (G3DSA:3.40.390.GENE3D); mobidb-lite (MOBIDB_LITE); PTHR10201 (PANTHER); PTHR10201:SF237 (PANTHER); SSF55486 (SUPERFAMILY)","Gpal_D383_g09295.pdb","false","Gpal_D383_g09295.pdb","Gpal"
"2","---NA---","","","Gpal_D383_g09252.pdb","no GO terms","mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE)","Gpal_D383_g09252.pdb","false","Gpal_D383_g09252.pdb","Gpal"
"2","---NA---","","","Gpal_D383_g08082.pdb","no IPS match","no IPS match","Gpal_D383_g08082.pdb","false","Gpal_D383_g08082.pdb","Gpal"
"48","Calycin-like domain and Calycin domain-containing protein","","","Gpal_D383_g05444.pdb","no GO terms","mobidb-lite (MOBIDB_LITE); PTHR37437 (PANTHER); PTHR37437:SF4 (PANTHER)","Gpal_D383_g05444.pdb","false","Gpal_D383_g05444.pdb","Gpal"
"5","---NA---","","","Gpal_D383_g13992.pdb","no GO terms","mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE)","Gpal_D383_g13992.pdb","false","Gpal_D383_g13992.pdb","Gpal"
"50","hypothetical protein FO519_001990","","","Gpal_D383_g09829.pdb","F:structural constituent of cuticle","IPR002486 (PFAM); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); PTHR35572:SF4 (PANTHER); IPR040282 (PANTHER)","Gpal_D383_g09829.pdb","false","Gpal_D383_g09829.pdb","Gpal"
"6","---NA---","","","Gpal_D383_g15143.pdb","no IPS match","no IPS match","Gpal_D383_g15143.pdb","false","Gpal_D383_g15143.pdb","Gpal"
"54","Protein Y60A3A.21, isoform c","","C:GO:0016020; C:GO:0016021","Gpal_D383_g11563.pdb","no IPS match","no IPS match","Gpal_D383_g11563.pdb","false","Gpal_D383_g11563.pdb","Gpal"
"54","putative gland protein G7E05","","","Gpal_D383_g10777.pdb","no IPS match","no IPS match","Gpal_D383_g10777.pdb","false","Gpal_D383_g10777.pdb","Gpal"
"7","---NA---","","","Gpal_D383_g13509.pdb","no IPS match","no IPS match","Gpal_D383_g13509.pdb","false","Gpal_D383_g13509.pdb","Gpal"
"55","unknown","","F:GO:0016787","Gpal_D383_g12162.pdb","no IPS match","no IPS match","Gpal_D383_g12162.pdb","false","Gpal_D383_g12162.pdb","Gpal"
"55","unknown","","","Gpal_D383_g02782.pdb","no IPS match","no IPS match","Gpal_D383_g02782.pdb","false","Gpal_D383_g02782.pdb","Gpal"
"55","unknown","","","Gpal_D383_g02659.pdb","no IPS match","no IPS match","Gpal_D383_g02659.pdb","false","Gpal_D383_g02659.pdb","Gpal"
"56","Purple acid phosphatase","Hydrolases","F:GO:0016787","Gpal_D383_g12156.pdb","F:acid phosphatase activity; F:hydrolase activity; F:metal ion binding","IPR004843 (PFAM); IPR008963 (G3DSA:2.60.40.GENE3D); IPR015914 (PFAM); IPR025733 (PFAM); IPR029052 (G3DSA:3.60.21.GENE3D); PTHR45867 (PANTHER); PTHR45867:SF3 (PANTHER); IPR041792 (CDD); IPR008963 (SUPERFAMILY); SSF56300 (SUPERFAMILY)","Gpal_D383_g12156.pdb","false","Gpal_D383_g12156.pdb","Gpal"
"56","Purple acid phosphatase","Acting on ester bonds; Hydrolases; Acid phosphatase; Acting on ester bonds","P:GO:0016311; F:GO:0003993; F:GO:0046872","Gpal_D383_g12148.pdb","F:acid phosphatase activity; F:hydrolase activity; F:metal ion binding","IPR015914 (PFAM); IPR029052 (G3DSA:3.60.21.GENE3D); IPR004843 (PFAM); IPR008963 (G3DSA:2.60.40.GENE3D); IPR025733 (PFAM); PTHR45867 (PANTHER); PTHR45867:SF3 (PANTHER); IPR041792 (CDD); IPR008963 (SUPERFAMILY); SSF56300 (SUPERFAMILY)","Gpal_D383_g12148.pdb","false","Gpal_D383_g12148.pdb","Gpal"
"57","hypothetical protein FO519_006959","","P:GO:0007606; C:GO:0016020; C:GO:0016021","Gpal_D383_g08657.pdb","no GO terms","PTHR34401:SF2 (PANTHER); PTHR34401 (PANTHER)","Gpal_D383_g08657.pdb","false","Gpal_D383_g08657.pdb","Gpal"
"57","Protein C39E9.8, isoform d","","","Gpal_D383_g00537.pdb","no GO terms","mobidb-lite (MOBIDB_LITE); PTHR34401:SF2 (PANTHER); PTHR34401 (PANTHER)","Gpal_D383_g00537.pdb","false","Gpal_D383_g00537.pdb","Gpal"
"15","von Willebrand factor type A domain protein","","","Gpal_D383_g09766.pdb","no GO terms","PR00453 (PRINTS); IPR036465 (G3DSA:3.40.50.GENE3D); IPR002035 (PFAM); PTHR22907 (PANTHER); PTHR22907:SF53 (PANTHER); IPR002035 (PROSITE_PROFILES); IPR036465 (SUPERFAMILY)","Gpal_D383_g09766.pdb","false","Gpal_D383_g09766.pdb","Gpal"
"3","---NA---","","","Gpal_D383_g15737.pdb","no GO terms","mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE)","Gpal_D383_g15737.pdb","false","Gpal_D383_g15737.pdb","Gpal"
"3","---NA---","","","Gpal_D383_g14529.pdb","no GO terms","mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE)","Gpal_D383_g14529.pdb","false","Gpal_D383_g14529.pdb","Gpal"
"3","---NA---","","","Gpal_D383_g03077.pdb","no GO terms","mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE)","Gpal_D383_g03077.pdb","false","Gpal_D383_g03077.pdb","Gpal"
"3","---NA---","","","Gpal_D383_g02654.pdb","no IPS match","no IPS match","Gpal_D383_g02654.pdb","false","Gpal_D383_g02654.pdb","Gpal"
"5","CBN-CLEC-225 protein","","F:GO:0000166; F:GO:0005524; F:GO:0016887","Gpal_D383_g08142.pdb","no GO terms","IPR029153 (PFAM)","Gpal_D383_g08142.pdb","false","Gpal_D383_g08142.pdb","Gpal"
"5","Protein C50F4.8","","P:GO:0050830; C:GO:0016020","Gpal_D383_g00638.pdb","no GO terms","PTHR36944:SF1 (PANTHER); PTHR36944 (PANTHER)","Gpal_D383_g00638.pdb","false","Gpal_D383_g00638.pdb","Gpal"
"21","serine/threonine-protein kinase mps1-like protein","","P:GO:0006468; P:GO:0016310; P:GO:0051304; F:GO:0000166; F:GO:0004672; F:GO:0004674; F:GO:0004712; F:GO:0005524; F:GO:0016301; F:GO:0016740","Gpal_D383_g14158.pdb","P:protein phosphorylation; F:protein kinase activity; F:ATP binding","G3DSA:1.10.510.10 (GENE3D); G3DSA:3.30.200.20 (GENE3D); IPR000719 (PFAM); PTHR44305:SF14 (PANTHER); PTHR44305 (PANTHER); IPR000719 (PROSITE_PROFILES); cd00180 (CDD); IPR011009 (SUPERFAMILY)","Gpal_D383_g14158.pdb","false","Gpal_D383_g14158.pdb","Gpal"
"21","Serine/threonine-protein kinase","","P:GO:0006468; P:GO:0007094; P:GO:0016310; P:GO:0030474; P:GO:0031134; P:GO:0034501; P:GO:0046777; P:GO:0051225; P:GO:0051304; P:GO:0051988; F:GO:0000166; F:GO:0004672; F:GO:0004674; F:GO:0004712; F:GO:0005509; F:GO:0005524; F:GO:0016301; F:GO:0016740; F:GO:0043515; F:GO:0046872; C:GO:0000776; C:GO:0005816","Gpal_D383_g02899.pdb","P:protein phosphorylation; F:protein kinase activity; F:ATP binding","IPR000719 (PFAM); G3DSA:3.30.200.20 (GENE3D); G3DSA:1.10.510.10 (GENE3D); PTHR44167 (PANTHER); PTHR44167:SF1 (PANTHER); IPR000719 (PROSITE_PROFILES); IPR011009 (SUPERFAMILY)","Gpal_D383_g02899.pdb","false","Gpal_D383_g02899.pdb","Gpal"
"21","---NA---","","","Gpal_D383_g02576.pdb","P:protein phosphorylation; F:protein kinase activity; F:ATP binding","G3DSA:1.10.510.10 (GENE3D); IPR000719 (PROSITE_PROFILES); IPR011009 (SUPERFAMILY)","Gpal_D383_g02576.pdb","false","Gpal_D383_g02576.pdb","Gpal"
"59","TMEM9 protein","","C:GO:0016021","Gpal_D383_g05300.pdb","C:lysosomal membrane","IPR008853 (PFAM); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); IPR008853 (PANTHER); PTHR13064:SF6 (PANTHER)","Gpal_D383_g05300.pdb","false","Gpal_D383_g05300.pdb","Gpal"
"60","CRE-MLT-8 protein","Translocases","P:GO:0006689; P:GO:0006869; P:GO:0043085; F:GO:0005319; F:GO:0008047; C:GO:0009898","Gpal_D383_g05312.pdb","P:ganglioside catabolic process; F:enzyme activator activity","IPR036846 (G3DSA:2.70.220.GENE3D); IPR028996 (PANTHER); IPR036846 (SUPERFAMILY)","Gpal_D383_g05312.pdb","false","Gpal_D383_g05312.pdb","Gpal"
"61","THaumatiN family","","P:GO:0098542; C:GO:0110165","Gpal_D383_g16695.pdb","no GO terms","IPR001938 (PFAM); IPR037176 (G3DSA:2.60.110.GENE3D); IPR001938 (PANTHER); PTHR31048:SF1 (PANTHER); IPR001938 (PROSITE_PROFILES); IPR037176 (SUPERFAMILY)","Gpal_D383_g16695.pdb","false","Gpal_D383_g16695.pdb","Gpal"
"61","pathogenesis-related protein 5-like","","P:GO:0045087; P:GO:0050829; F:GO:0003674; C:GO:0005576","Gpal_D383_g06573.pdb","no GO terms","IPR001938 (PFAM); IPR037176 (G3DSA:2.60.110.GENE3D); PTHR31013 (PANTHER); PTHR31013:SF11 (PANTHER); IPR001938 (PROSITE_PROFILES); IPR037176 (SUPERFAMILY)","Gpal_D383_g06573.pdb","false","Gpal_D383_g06573.pdb","Gpal"
"62","store-operated calcium entry-associated regulatory factor","","C:GO:0016020; C:GO:0043226","Gpal_D383_g07478.pdb","P:regulation of store-operated calcium entry; C:integral component of endoplasmic reticulum membrane","IPR009567 (PFAM); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); IPR009567 (PANTHER)","Gpal_D383_g07478.pdb","false","Gpal_D383_g07478.pdb","Gpal"
"6","---NA---","","","Gpal_D383_g13053.pdb","no GO terms","mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE)","Gpal_D383_g13053.pdb","false","Gpal_D383_g13053.pdb","Gpal"
"6","---NA---","","","Gpal_D383_g10613.pdb","no IPS match","no IPS match","Gpal_D383_g10613.pdb","false","Gpal_D383_g10613.pdb","Gpal"
"65","calreticulin family protein","","P:GO:0006457; F:GO:0005509; F:GO:0051082; C:GO:0005783; C:GO:0016021","Gpal_D383_g09323.pdb","P:protein folding; F:calcium ion binding; F:protein binding; F:unfolded protein binding; C:endoplasmic reticulum","IPR001580 (PRINTS); IPR009033 (G3DSA:2.10.250.GENE3D); G3DSA:2.60.120.200 (GENE3D); IPR001580 (PFAM); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); IPR001580 (PANTHER); PTHR11073:SF1 (PANTHER); IPR009033 (SUPERFAMILY); IPR013320 (SUPERFAMILY)","Gpal_D383_g09323.pdb","false","Gpal_D383_g09323.pdb","Gpal"
"65","calreticulin 1","","P:GO:0006457; F:GO:0005509; F:GO:0051082; C:GO:0005788","Gpal_D383_g02074.pdb","P:protein folding; F:calcium ion binding; F:protein binding; F:unfolded protein binding; C:endoplasmic reticulum","IPR001580 (PRINTS); IPR001580 (PFAM); G3DSA:2.60.120.200 (GENE3D); IPR009033 (G3DSA:2.10.250.GENE3D); G3DSA:2.60.120.200 (GENE3D); IPR009169 (PIRSF); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); PTHR11073:SF42 (PANTHER); IPR001580 (PANTHER); IPR013320 (SUPERFAMILY); IPR009033 (SUPERFAMILY)","Gpal_D383_g02074.pdb","false","Gpal_D383_g02074.pdb","Gpal"
"67","Sphingomyelin phosphodiesterase","Hydrolases","P:GO:0008152; F:GO:0016787","Gpal_D383_g16473.pdb","P:sphingomyelin catabolic process; F:sphingomyelin phosphodiesterase activity; F:hydrolase activity","IPR029052 (G3DSA:3.60.21.GENE3D); IPR011160 (PIRSF); IPR004843 (PFAM); PTHR10340:SF51 (PANTHER); PTHR10340 (PANTHER); IPR008139 (PROSITE_PROFILES); IPR041805 (CDD); SSF56300 (SUPERFAMILY); IPR011001 (SUPERFAMILY)","Gpal_D383_g16473.pdb","false","Gpal_D383_g16473.pdb","Gpal"
"68","TGF-beta receptor/activin receptor, type I/II domain-containing protein","","C:GO:0016020","Gpal_D383_g02135.pdb","no GO terms","PTHR37433 (PANTHER); PTHR37433:SF6 (PANTHER)","Gpal_D383_g02135.pdb","false","Gpal_D383_g02135.pdb","Gpal"
"4","---NA---","","","Gpal_D383_g17131.pdb","no IPS match","no IPS match","Gpal_D383_g17131.pdb","false","Gpal_D383_g17131.pdb","Gpal"
"7","---NA---","","","Gpal_D383_g14796.pdb","no GO terms","mobidb-lite (MOBIDB_LITE)","Gpal_D383_g14796.pdb","false","Gpal_D383_g14796.pdb","Gpal"
"5","---NA---","","","Gpal_D383_g13028.pdb","no GO terms","mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE)","Gpal_D383_g13028.pdb","false","Gpal_D383_g13028.pdb","Gpal"
"7","---NA---","","","Gpal_D383_g13005.pdb","no GO terms","mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE)","Gpal_D383_g13005.pdb","false","Gpal_D383_g13005.pdb","Gpal"
"7","---NA---","","","Gpal_D383_g03976.pdb","no GO terms","mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE)","Gpal_D383_g03976.pdb","false","Gpal_D383_g03976.pdb","Gpal"
"69","major allergen","","P:GO:0042254","Gpal_D383_g10046.pdb","no IPS match","no IPS match","Gpal_D383_g10046.pdb","false","Gpal_D383_g10046.pdb","Gpal"
"73","Hypothetical protein SRAE_X000080000","","C:GO:0016020; C:GO:0016021","Gpal_D383_g02445.pdb","no GO terms","mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE)","Gpal_D383_g02445.pdb","false","Gpal_D383_g02445.pdb","Gpal"
"20","macrophage mannose receptor 1","","P:GO:0001501; P:GO:0006897; P:GO:0007417; F:GO:0005509; F:GO:0030246; C:GO:0016020; C:GO:0016021; C:GO:0031012","Gpal_D383_g14978.pdb","no GO terms","IPR016186 (G3DSA:3.10.100.GENE3D); IPR001304 (PFAM); mobidb-lite (MOBIDB_LITE); PTHR22803 (PANTHER); PTHR22803:SF110 (PANTHER); IPR001304 (PROSITE_PROFILES); cd00037 (CDD); IPR016187 (SUPERFAMILY)","Gpal_D383_g14978.pdb","false","Gpal_D383_g14978.pdb","Gpal"
"20","macrophage mannose receptor 1","","P:GO:0001501; P:GO:0007417; F:GO:0003676; F:GO:0003723; F:GO:0005509; F:GO:0030246; C:GO:0016020; C:GO:0016021; C:GO:0031012","Gpal_D383_g14976.pdb","no GO terms","IPR016186 (G3DSA:3.10.100.GENE3D); IPR001304 (PFAM); mobidb-lite (MOBIDB_LITE); PTHR22803 (PANTHER); PTHR22803:SF110 (PANTHER); IPR001304 (PROSITE_PROFILES); cd00037 (CDD); IPR016187 (SUPERFAMILY)","Gpal_D383_g14976.pdb","false","Gpal_D383_g14976.pdb","Gpal"
"20","galactose-specific lectin nattectin-like","","P:GO:0035821; F:GO:0030246; F:GO:0038023; F:GO:0090729; C:GO:0005576","Gpal_D383_g12692.pdb","no GO terms","PF05473 (PFAM); mobidb-lite (MOBIDB_LITE); IPR001304 (PROSITE_PROFILES); IPR016187 (SUPERFAMILY)","Gpal_D383_g12692.pdb","false","Gpal_D383_g12692.pdb","Gpal"
"20","C-type lectin","","P:GO:0001501; P:GO:0007417; F:GO:0005509; F:GO:0030246; C:GO:0016020; C:GO:0016021; C:GO:0031012","Gpal_D383_g11091.pdb","no GO terms","IPR001304 (PFAM); IPR016186 (G3DSA:3.10.100.GENE3D); mobidb-lite (MOBIDB_LITE); PTHR22803 (PANTHER); PTHR22803:SF110 (PANTHER); IPR001304 (PROSITE_PROFILES); cd00037 (CDD); IPR016187 (SUPERFAMILY)","Gpal_D383_g11091.pdb","false","Gpal_D383_g11091.pdb","Gpal"
"20","venom C-type lectin mannose binding isoform 1","","F:GO:0030246; F:GO:0046872; C:GO:0005576; C:GO:0016020; C:GO:0016021","Gpal_D383_g06372.pdb","no GO terms","IPR001304 (PFAM); IPR016186 (G3DSA:3.10.100.GENE3D); mobidb-lite (MOBIDB_LITE); PTHR22802 (PANTHER); IPR001304 (PROSITE_PROFILES); cd00037 (CDD); IPR016187 (SUPERFAMILY)","Gpal_D383_g06372.pdb","false","Gpal_D383_g06372.pdb","Gpal"
"20","lectin C-type domain protein","","P:GO:0055085; F:GO:0022857; C:GO:0016020; C:GO:0016021","Gpal_D383_g02149.pdb","no GO terms","IPR001304 (PFAM); IPR016186 (G3DSA:3.10.100.GENE3D); PTHR22802:SF346 (PANTHER); PTHR22802 (PANTHER); IPR001304 (PROSITE_PROFILES); cd00037 (CDD); IPR016187 (SUPERFAMILY)","Gpal_D383_g02149.pdb","false","Gpal_D383_g02149.pdb","Gpal"
"20","C-type lectin","","P:GO:0006897; F:GO:0030246; F:GO:0038023; C:GO:0016020; C:GO:0016021","Gpal_D383_g01387.pdb","no GO terms","IPR016186 (G3DSA:3.10.100.GENE3D); IPR001304 (PFAM); PTHR22803 (PANTHER); PTHR22803:SF110 (PANTHER); IPR001304 (PROSITE_PROFILES); cd00037 (CDD); IPR016187 (SUPERFAMILY)","Gpal_D383_g01387.pdb","false","Gpal_D383_g01387.pdb","Gpal"
"3","---NA---","","","Gpal_D383_g13565.pdb","no IPS match","no IPS match","Gpal_D383_g13565.pdb","false","Gpal_D383_g13565.pdb","Gpal"
"3","---NA---","","","Gpal_D383_g13056.pdb","no IPS match","no IPS match","Gpal_D383_g13056.pdb","false","Gpal_D383_g13056.pdb","Gpal"
"3","---NA---","","","Gpal_D383_g05962.pdb","no IPS match","no IPS match","Gpal_D383_g05962.pdb","false","Gpal_D383_g05962.pdb","Gpal"
"7","---NA---","","","Gpal_D383_g02532.pdb","no GO terms","mobidb-lite (MOBIDB_LITE)","Gpal_D383_g02532.pdb","false","Gpal_D383_g02532.pdb","Gpal"
"74","Protein CBG23138","Acting on peptide bonds (peptidases); Acting on peptide bonds (peptidases); Hydrolases; Aspartyl aminopeptidase; Aminopeptidase B; Prolyl aminopeptidase; Xaa-Pro aminopeptidase","P:GO:0006414; P:GO:0006508; F:GO:0003746; F:GO:0004177; F:GO:0008237; F:GO:0008270; C:GO:0016021","Gpal_D383_g02251.pdb","no IPS match","no IPS match","Gpal_D383_g02251.pdb","false","Gpal_D383_g02251.pdb","Gpal"
"7","hypothetical protein, partial","","","Gpal_D383_g06418.pdb","no IPS match","no IPS match","Gpal_D383_g06418.pdb","false","Gpal_D383_g06418.pdb","Gpal"
"75","Multiple coagulation factor deficiency protein 2","","F:GO:0005509","Gpal_D383_g02223.pdb","F:calcium ion binding","IPR002048 (PFAM); G3DSA:1.10.238.10 (GENE3D); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); PTHR23104:SF10 (PANTHER); PTHR23104 (PANTHER); IPR002048 (PROSITE_PROFILES); IPR002048 (PROSITE_PROFILES); IPR002048 (CDD); IPR011992 (SUPERFAMILY)","Gpal_D383_g02223.pdb","false","Gpal_D383_g02223.pdb","Gpal"
"75","hypothetical protein BOX15_Mlig034180g2","","F:GO:0005509","Gpal_D383_g00559.pdb","F:calcium ion binding","G3DSA:1.10.238.10 (GENE3D); G3DSA:1.10.238.10 (GENE3D); IPR002048 (PFAM); mobidb-lite (MOBIDB_LITE); IPR002048 (PROSITE_PROFILES); IPR002048 (PROSITE_PROFILES); IPR002048 (CDD); IPR011992 (SUPERFAMILY)","Gpal_D383_g00559.pdb","false","Gpal_D383_g00559.pdb","Gpal"
"76","hydrolase, alpha/beta domain protein","Hydrolases","P:GO:0016042; F:GO:0016787; C:GO:0005764; C:GO:0016020","Gpal_D383_g02360.pdb","P:lipid metabolic process","IPR029058 (G3DSA:3.40.50.GENE3D); IPR006693 (PFAM); PTHR11005:SF117 (PANTHER); PTHR11005 (PANTHER); IPR029058 (SUPERFAMILY)","Gpal_D383_g02360.pdb","false","Gpal_D383_g02360.pdb","Gpal"
"7","---NA---","","","Gpal_D383_g15728.pdb","no GO terms","mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE)","Gpal_D383_g15728.pdb","false","Gpal_D383_g15728.pdb","Gpal"
"7","putative effector protein","","","Gpal_D383_g14525.pdb","no GO terms","mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE)","Gpal_D383_g14525.pdb","false","Gpal_D383_g14525.pdb","Gpal"
"7","---NA---","","","Gpal_D383_g05614.pdb","no IPS match","no IPS match","Gpal_D383_g05614.pdb","false","Gpal_D383_g05614.pdb","Gpal"
"4","---NA---","","","Gpal_D383_g03891.pdb","no IPS match","no IPS match","Gpal_D383_g03891.pdb","false","Gpal_D383_g03891.pdb","Gpal"
"4","---NA---","","","Gpal_D383_g13382.pdb","no IPS match","no IPS match","Gpal_D383_g13382.pdb","false","Gpal_D383_g13382.pdb","Gpal"
"7","---NA---","","","Gpal_D383_g11027.pdb","no IPS match","no IPS match","Gpal_D383_g11027.pdb","false","Gpal_D383_g11027.pdb","Gpal"
"7","---NA---","","","Gpal_D383_g09518.pdb","no IPS match","no IPS match","Gpal_D383_g09518.pdb","false","Gpal_D383_g09518.pdb","Gpal"
"78","---NA---","","","Gpal_D383_g12418.pdb","no GO terms","mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE)","Gpal_D383_g12418.pdb","false","Gpal_D383_g12418.pdb","Gpal"
"70","glycosyl hydrolase, family 18","","P:GO:0008152; F:GO:0005488","Gpal_D383_g00053.pdb","P:carbohydrate metabolic process","IPR001223 (PFAM); G3DSA:3.20.20.80 (GENE3D); PTHR46073 (PANTHER); IPR017853 (SUPERFAMILY)","Gpal_D383_g00053.pdb","false","Gpal_D383_g00053.pdb","Gpal"
"15","collagen alpha-3(VI) chain","","C:GO:0016021; C:GO:0060111","Gpal_D383_g15929.pdb","no GO terms","PR00453 (PRINTS); IPR036465 (G3DSA:3.40.50.GENE3D); IPR002035 (PFAM); PTHR22907 (PANTHER); IPR002035 (PROSITE_PROFILES); IPR001507 (PROSITE_PROFILES); IPR036465 (SUPERFAMILY)","Gpal_D383_g15929.pdb","false","Gpal_D383_g15929.pdb","Gpal"
