Gpal_ID	Uniprot_ID	Protein Name	 Gene Name	 Wormbase ref	Spec_A	Spec_B
Gpal_D383_g10613	V6CL96	Uncharacterized protein	CELE_Y18H1A.18 Y18H1A.18	Y18H1A.18;	Gpal	Cele
Gpal_D383_g10960	A0A0K3AUY5	Uncharacterized protein	CELE_F59A7.14 F59A7.14	F59A7.14;	Gpal	Cele
Gpal_D383_g10960	A0A0K3AXB5	Uncharacterized protein	CELE_ZK353.10 ZK353.10	ZK353.10b;	Gpal	Cele
Gpal_D383_g10960	A0A0S4XR61	Uncharacterized protein	C49F5.13 CELE_C49F5.13	C49F5.13;	Gpal	Cele
Gpal_D383_g10960	A0A2C9C2X9	Uncharacterized protein	CELE_T01A4.9 T01A4.9	T01A4.9;	Gpal	Cele
Gpal_D383_g10960	A0A2C9C356	Uncharacterized protein	CELE_ZK938.12 ZK938.12	ZK938.12;	Gpal	Cele
Gpal_D383_g10960	A0A2K5ATX4	Uncharacterized protein	CELE_Y71H2AL.2 Y71H2AL.2	Y71H2AL.2;	Gpal	Cele
Gpal_D383_g10960	A0A2K5ATY6	Nematode Specific Peptide family, group A	C04C11.25 CELE_C04C11.25	C04C11.25;	Gpal	Cele
Gpal_D383_g10960	A0A3B1E9Z0	Uncharacterized protein	CELE_ZK177.12 ZK177.12	ZK177.12;	Gpal	Cele
Gpal_D383_g10960	A0A4V0IK30	Uncharacterized protein	C31E10.11 CELE_C31E10.11	C31E10.11;	Gpal	Cele
Gpal_D383_g10960	A0A5E4M2K2	Uncharacterized protein	CELE_R160.13 R160.13	R160.13;	Gpal	Cele
Gpal_D383_g10960	A0A5E4M3C7	Uncharacterized protein	C03B1.17 CELE_C03B1.17	C03B1.17;	Gpal	Cele
Gpal_D383_g10960	A0A5S9MMK0	Uncharacterized protein	C16C8.25 CELE_C16C8.25	C16C8.25;	Gpal	Cele
Gpal_D383_g10960	A0A5S9MMK4	Uncharacterized protein	CELE_Y55B1BR.8 Y55B1BR.8	Y55B1BR.8;	Gpal	Cele
Gpal_D383_g10960	A0A5S9MMR3	Uncharacterized protein	CELE_Y80D4G.2 Y80D4G.2	Y80D4G.2;	Gpal	Cele
Gpal_D383_g10960	A2V8C7	Uncharacterized protein	CELE_T07A9.15 T07A9.15	T07A9.15;	Gpal	Cele
Gpal_D383_g10960	A4UVL7	Uncharacterized protein	CELE_T05E12.8 T05E12.8	T05E12.8;	Gpal	Cele
Gpal_D383_g10960	A5JYW8	Uncharacterized protein	CELE_D1086.19 D1086.19	D1086.19;	Gpal	Cele
Gpal_D383_g10960	A5Z2S9	Uncharacterized protein	CELE_ZK809.8 ZK809.8	ZK809.8b;	Gpal	Cele
Gpal_D383_g10960	A8WFG7	Uncharacterized protein	CELE_ZK84.4 ZK84.4	ZK84.4;	Gpal	Cele
Gpal_D383_g10960	A8WHN2	Uncharacterized protein	C05G5.7 CELE_C05G5.7	C05G5.7;	Gpal	Cele
Gpal_D383_g10960	B2FDA5	Uncharacterized protein	CELE_Y75B8A.18 Y75B8A.18	Y75B8A.18a;	Gpal	Cele
Gpal_D383_g10960	B3WFX2	Uncharacterized protein	CELE_F25H5.10 F25H5.10	F25H5.10;	Gpal	Cele
Gpal_D383_g10960	C1P646	Uncharacterized protein	C45B11.9 CELE_C45B11.9	C45B11.9;	Gpal	Cele
Gpal_D383_g10960	C1P663	7TM_GPCR_Srx domain-containing protein	CELE_Y26G10.5 Y26G10.5	Y26G10.5;	Gpal	Cele
Gpal_D383_g10960	C3JXE7	RING-type domain-containing protein	CELE_F40G9.19 F40G9.19	F40G9.19;	Gpal	Cele
Gpal_D383_g10960	C6KRN7	Uncharacterized protein	CELE_T05F1.15 T05F1.15	T05F1.15;	Gpal	Cele
Gpal_D383_g10960	C6S3M1	Uncharacterized protein	CELE_Y38H6C.24 Y38H6C.24	Y38H6C.24;	Gpal	Cele
Gpal_D383_g10960	C7FZT4	Uncharacterized protein	C32E8.12 CELE_C32E8.12	C32E8.12;	Gpal	Cele
Gpal_D383_g10960	C7FZT5	Uncharacterized protein	B0025.5 CELE_B0025.5	B0025.5;	Gpal	Cele
Gpal_D383_g10960	C7GIK6	Uncharacterized protein	CELE_Y46E12A.5 Y46E12A.5	Y46E12A.5;	Gpal	Cele
Gpal_D383_g10960	C7IVQ9	Uncharacterized protein	CELE_F19B10.13 F19B10.13	F19B10.13;	Gpal	Cele
Gpal_D383_g10960	C8JQN9	Uncharacterized protein	C29E4.17 CELE_C29E4.17	C29E4.17;	Gpal	Cele
Gpal_D383_g10960	C8JQQ0	Uncharacterized protein	C25H3.17 CELE_C25H3.17	C25H3.17;	Gpal	Cele
Gpal_D383_g10960	C8JQS5	Uncharacterized protein	CELE_T25E12.16 T25E12.16	T25E12.16;	Gpal	Cele
Gpal_D383_g10960	C9IY32	Essential MCU regulator, mitochondrial	C52E4.12 CELE_C52E4.12	C52E4.12;	Gpal	Cele
Gpal_D383_g10960	D0FY30	Nematode Specific Peptide family, group A	nspa-9 C40H5.1 CELE_C40H5.1	C40H5.1;	Gpal	Cele
Gpal_D383_g10960	D0IMZ0	Uncharacterized protein	CELE_F17E9.15 F17E9.15	F17E9.15;	Gpal	Cele
Gpal_D383_g10960	D2Y8W4	Uncharacterized protein	C01B9.4 CELE_C01B9.4	C01B9.4;	Gpal	Cele
Gpal_D383_g10960	D3DEM5	Uncharacterized protein	CELE_Y51H4A.937 Y51H4A.937	Y51H4A.937;	Gpal	Cele
Gpal_D383_g10960	D3KFU2	Uncharacterized protein	CELE_F13E9.19 F13E9.19	F13E9.19;	Gpal	Cele
Gpal_D383_g10960	D3KZG6	Uncharacterized protein	CELE_Y37E11AL.12 Y37E11AL.12	Y37E11AL.12;	Gpal	Cele
Gpal_D383_g10960	D3NQ91	Uncharacterized protein	CELE_T25B2.4 T25B2.4	T25B2.4;	Gpal	Cele
Gpal_D383_g10960	D3NQA5	BK channel Interacting Protein	bkip-1 CELE_Y39G8C.3 Y39G8C.3	Y39G8C.3b;	Gpal	Cele
Gpal_D383_g10960	D4YW55	Uncharacterized protein	CELE_T22D1.18 T22D1.18	T22D1.18;	Gpal	Cele
Gpal_D383_g10960	D5SGZ9	Mediator complex subunit 9	CELE_Y62E10A.23 Y62E10A.23	Y62E10A.23;	Gpal	Cele
Gpal_D383_g10960	D7SFM0	Uncharacterized protein	CELE_F54D5.17 F54D5.17	F54D5.17;	Gpal	Cele
Gpal_D383_g10960	D7SFQ0	Uncharacterized protein	CELE_F26F2.11 F26F2.11	F26F2.11a;	Gpal	Cele
Gpal_D383_g10960	E0AHE1	Uncharacterized protein	CELE_F09B12.7 F09B12.7	F09B12.7;	Gpal	Cele
Gpal_D383_g10960	E0R7K2	Uncharacterized protein	CELE_Y113G7B.27 Y113G7B.27	Y113G7B.27a;	Gpal	Cele
Gpal_D383_g10960	E3CTH8	Uncharacterized protein	CELE_Y62H9A.15 Y62H9A.15	Y62H9A.15b;	Gpal	Cele
Gpal_D383_g10960	E6N0U6	Uncharacterized protein	CELE_K10G6.9 K10G6.9	K10G6.9;	Gpal	Cele
Gpal_D383_g10960	E6N0V0	Uncharacterized protein	CELE_F52H2.15 F52H2.15	F52H2.15;	Gpal	Cele
Gpal_D383_g10960	E9P894	Uncharacterized protein	CELE_F14F7.7 F14F7.7	F14F7.7;	Gpal	Cele
Gpal_D383_g10960	F3Y5P1	Uncharacterized protein	CELE_Y22F5A.11 Y22F5A.11	Y22F5A.11;	Gpal	Cele
Gpal_D383_g10960	F5GU50	Uncharacterized protein	CELE_F19G12.8 F19G12.8	F19G12.8;	Gpal	Cele
Gpal_D383_g10960	F5GU53	Uncharacterized protein	CELE_F19G12.11 F19G12.11	F19G12.11;	Gpal	Cele
Gpal_D383_g10960	F5GUF3	Uncharacterized protein	CELE_F09C6.11 F09C6.11	F09C6.11a;	Gpal	Cele
Gpal_D383_g10960	F9UKU3	Uncharacterized protein	CELE_Y51A2B.16 Y51A2B.16	Y51A2B.16;	Gpal	Cele
Gpal_D383_g10960	F9UKU9	Uncharacterized protein	CELE_Y113G7A.22 Y113G7A.22	Y113G7A.22;	Gpal	Cele
Gpal_D383_g10960	G1K0U5	Uncharacterized protein	C10A4.13 CELE_C10A4.13	C10A4.13;	Gpal	Cele
Gpal_D383_g10960	G1K0U8	Uncharacterized protein	CELE_T24H7.8 T24H7.8	T24H7.8;	Gpal	Cele
Gpal_D383_g10960	G3MU55	Uncharacterized protein	CELE_F53E4.2 F53E4.2	F53E4.2;	Gpal	Cele
Gpal_D383_g10960	G3MU63	Uncharacterized protein	CELE_F11A6.15 F11A6.15	F11A6.15a;	Gpal	Cele
Gpal_D383_g10960	G5EC79	Nematode Specific Peptide family, group A	nspa-7 nspa-6 CELE_H12D21.14 CELE_H12D21.15 H12D21.14 H12D21.15	H12D21.14;H12D21.15;	Gpal	Cele
Gpal_D383_g10960	G5ED71	Spermiogenesis protein SPE-29	spe-29 CELE_F25H8.7 F25H8.7	F25H8.7;	Gpal	Cele
Gpal_D383_g10960	G5EDC8	Uncharacterized protein	CELE_Y19D2B.2 Y19D2B.2	Y19D2B.2;	Gpal	Cele
Gpal_D383_g10960	G5EDJ8	Nematode Specific Peptide family, group A	nspa-2 nspa-1 nspa-3 CELE_H12D21.1 CELE_H12D21.12 CELE_ZC412.7 H12D21.1 H12D21.12 ZC412.7	H12D21.1;H12D21.12;ZC412.7;	Gpal	Cele
Gpal_D383_g10960	G5EDP8	Nematode Specific Peptide family, group A	nspa-5 nspa-4 CELE_H12D21.13 CELE_ZC412.6 H12D21.13 ZC412.6	H12D21.13;ZC412.6;	Gpal	Cele
Gpal_D383_g10960	H1UBJ5	Uncharacterized protein	CELE_Y47D3A.32 Y47D3A.32	Y47D3A.32d;	Gpal	Cele
Gpal_D383_g10960	H2KYL5	Uncharacterized protein	CELE_F22F4.4 F22F4.4	F22F4.4;	Gpal	Cele
Gpal_D383_g10960	H2KYU1	Uncharacterized protein	C17C3.24 CELE_C17C3.24	C17C3.24;	Gpal	Cele
Gpal_D383_g10960	H2L272	Uncharacterized protein	AH6.17 CELE_AH6.17	AH6.17;	Gpal	Cele
Gpal_D383_g10960	H2L277	Uncharacterized protein	CELE_T05C12.15 T05C12.15	T05C12.15;	Gpal	Cele
Gpal_D383_g10960	H2L279	Uncharacterized protein	CELE_R09A8.9 R09A8.9	R09A8.9;	Gpal	Cele
Gpal_D383_g10960	H2L2H1	Uncharacterized protein	C04F12.16 CELE_C04F12.16	C04F12.16;	Gpal	Cele
Gpal_D383_g10960	H9G2S1	Uncharacterized protein	CELE_D1046.18 D1046.18	D1046.18;	Gpal	Cele
Gpal_D383_g10960	I2FLU3	Protein containing ALS2cr12 (ALS2CR12) signature	pals-10 C17H1.11 CELE_C17H1.11	C17H1.11;	Gpal	Cele
Gpal_D383_g10960	I2HAD8	Uncharacterized protein	CELE_Y66D12A.30 Y66D12A.30	Y66D12A.30;	Gpal	Cele
Gpal_D383_g10960	I2HAF2	Uncharacterized protein	CELE_ZK381.62 ZK381.62	ZK381.62;	Gpal	Cele
Gpal_D383_g10960	I2HAK8	Uncharacterized protein	C06H5.13 C06H5.14 CELE_C06H5.13 CELE_C06H5.14	C06H5.13;C06H5.14;	Gpal	Cele
Gpal_D383_g10960	I2HAL7	Uncharacterized protein	CELE_F44D12.19 F44D12.19	F44D12.19;	Gpal	Cele
Gpal_D383_g10960	J7RNM5	Uncharacterized protein	CELE_Y67D8B.3 Y67D8B.3	Y67D8B.3;	Gpal	Cele
Gpal_D383_g10960	J7SEY7	Uncharacterized protein	CELE_T06A10.106 T06A10.106	T06A10.106;	Gpal	Cele
Gpal_D383_g10960	L8EC31	Uncharacterized protein	CELE_F26F2.4 F26F2.4	F26F2.4b;	Gpal	Cele
Gpal_D383_g10960	N1NTK5	Uncharacterized protein	CELE_ZK792.12 ZK792.12	ZK792.12;	Gpal	Cele
Gpal_D383_g10960	O01841	Uncharacterized protein	CELE_F56F4.4 F56F4.4	F56F4.4;	Gpal	Cele
Gpal_D383_g10960	O01851	MS Related Protein	msrp-1 CELE_F32B5.4 F32B5.4	F32B5.4;	Gpal	Cele
Gpal_D383_g10960	O02062	Uncharacterized protein	CELE_T21G5.2 T21G5.2	T21G5.2;	Gpal	Cele
Gpal_D383_g10960	O02114	DDE_3 domain-containing protein	CELE_W08F4.1 W08F4.1	W08F4.1;	Gpal	Cele
Gpal_D383_g10960	O02495	Synaptobrevin-1 (Synaptobrevin-related protein 1)	snb-1 T10H9.4	T10H9.4;	Gpal	Cele
Gpal_D383_g10960	O16263	Uncharacterized protein	CELE_F40A3.4 F40A3.4	F40A3.4;	Gpal	Cele
Gpal_D383_g10960	O16373	Secreted protein	CELE_F29G9.1 F29G9.1	F29G9.1;	Gpal	Cele
Gpal_D383_g10960	O16517	ATP synthase-coupling factor 6, mitochondrial	atp-4 CELE_T05H4.12 T05H4.12	T05H4.12;	Gpal	Cele
Gpal_D383_g10960	O16650	Uncharacterized protein	CELE_T06D4.2 T06D4.2	T06D4.2;	Gpal	Cele
Gpal_D383_g10960	O17115	Uncharacterized protein	CELE_F39E9.6 F39E9.6	F39E9.6;	Gpal	Cele
Gpal_D383_g10960	O17284	Uncharacterized protein	CELE_W10D9.1 W10D9.1	W10D9.1;	Gpal	Cele
Gpal_D383_g10960	O18168	Uncharacterized protein	CELE_W04G5.3 W04G5.3	W04G5.3;	Gpal	Cele
Gpal_D383_g10960	O44441	ATPase inhibitor mai-2, mitochondrial (ATP synthase F1 subunit epsilon)	mai-2 B0546.1	B0546.1;	Gpal	Cele
Gpal_D383_g10960	O45253	Uncharacterized protein	C17H1.2 CELE_C17H1.2	C17H1.2;	Gpal	Cele
Gpal_D383_g10960	O61757	Uncharacterized protein	CELE_F56C3.7 F56C3.7	F56C3.7;	Gpal	Cele
Gpal_D383_g10960	P34476	Probable DNA-directed RNA polymerases I and III subunit RPAC2 (RNA polymerases I and III subunit AC2) (AC19) (DNA-directed RNA polymerase I subunit D)	rpac-19 F58A4.9	F58A4.9;	Gpal	Cele
Gpal_D383_g10960	P34674	Uncharacterized protein ZK688.4	ZK688.4	ZK688.4;	Gpal	Cele
Gpal_D383_g10960	P37209	ATPase inhibitor mai-1, mitochondrial (ATP synthase F1 subunit epsilon)	mai-1 K10B3.9	K10B3.9;	Gpal	Cele
Gpal_D383_g10960	P90789	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 7	D2030.4	D2030.4;	Gpal	Cele
Gpal_D383_g10960	P91052	Ubiquitin-like domain-containing protein	C16C8.13 CELE_C16C8.13	C16C8.13;	Gpal	Cele
Gpal_D383_g10960	P91363	EGF-like domain-containing protein	CELE_K06A9.3 K06A9.3	K06A9.3;	Gpal	Cele
Gpal_D383_g10960	Q09311	Uncharacterized protein F21H12.3	F21H12.3	F21H12.3;	Gpal	Cele
Gpal_D383_g10960	Q09352	Uncharacterized protein T10B9.29	T10B9.9	T10B9.9;	Gpal	Cele
Gpal_D383_g10960	Q09410	Anaphase-promoting complex subunit emb-1 (Abnormal embryogenesis protein 1) (Anaphase-promoting complex subunit 16 homolog)	emb-1 apc-16 K10D2.4	K10D2.4;	Gpal	Cele
Gpal_D383_g10960	Q09418	Putative protein tag-209	tag-209 R06F6.11	R06F6.11;	Gpal	Cele
Gpal_D383_g10960	Q09984	Uncharacterized protein	CELE_F45E1.1 F45E1.1	F45E1.1;	Gpal	Cele
Gpal_D383_g10960	Q0G827	Uncharacterized protein	CELE_F40F8.12 F40F8.12	F40F8.12;	Gpal	Cele
Gpal_D383_g10960	Q0MQ65	Uncharacterized protein	CELE_T27A3.8 T27A3.8	T27A3.8;	Gpal	Cele
Gpal_D383_g10960	Q10903	Uncharacterized protein	B0034.2 CELE_B0034.2	B0034.2;	Gpal	Cele
Gpal_D383_g10960	Q10957	Uncharacterized protein	B0336.12 CELE_B0336.12	B0336.12;	Gpal	Cele
Gpal_D383_g10960	Q17714	Uncharacterized protein	C06C3.7 CELE_C06C3.7	C06C3.7;	Gpal	Cele
Gpal_D383_g10960	Q17879	Ribosomal Protein, Large subunit	rpl-42 C09H10.1 CELE_C09H10.1	C09H10.1;	Gpal	Cele
Gpal_D383_g10960	Q18012	Bublin coiled-coil protein	bbln-1 C15C7.5 CELE_C15C7.5	C15C7.5;	Gpal	Cele
Gpal_D383_g10960	Q18132	Uncharacterized protein	C24H10.4 CELE_C24H10.4	C24H10.4;	Gpal	Cele
Gpal_D383_g10960	Q18497	Uncharacterized protein	C36A4.10 CELE_C36A4.10	C36A4.10;	Gpal	Cele
Gpal_D383_g10960	Q19074	Uncharacterized protein	CELE_EGAP2.2 EGAP2.2	EGAP2.2;	Gpal	Cele
Gpal_D383_g10960	Q19343	Mitochondrial fission factor	mff-1 CELE_F11C1.2 F11C1.2	F11C1.2;	Gpal	Cele
Gpal_D383_g10960	Q19443	Systemic RNA interference defective protein 5	sid-5 F14B8.2	F14B8.2;	Gpal	Cele
Gpal_D383_g10960	Q19576	Uncharacterized protein	CELE_F18G5.6 F18G5.6	F18G5.6;	Gpal	Cele
Gpal_D383_g10960	Q19597	Uncharacterized protein	CELE_F19G12.4 F19G12.4	F19G12.4;	Gpal	Cele
Gpal_D383_g10960	Q20753	Uncharacterized protein	CELE_F54C9.3 F54C9.3	F54C9.3;	Gpal	Cele
Gpal_D383_g10960	Q20941	BHLH domain-containing protein	hlh-19 CELE_F57C12.3 F57C12.3	F57C12.3;	Gpal	Cele
Gpal_D383_g10960	Q21019	Uncharacterized protein	CELE_F59A2.5 F59A2.5	F59A2.5;	Gpal	Cele
Gpal_D383_g10960	Q21326	Uncharacterized protein	CELE_K08D10.11 K08D10.11	K08D10.11;	Gpal	Cele
Gpal_D383_g10960	Q21699	Uncharacterized protein	CELE_R04B5.1 R04B5.1	R04B5.1;	Gpal	Cele
Gpal_D383_g10960	Q21708	Uncharacterized protein	CELE_R04B5.11 R04B5.11	R04B5.11;	Gpal	Cele
Gpal_D383_g10960	Q21845	Uncharacterized protein	CELE_R08C7.1 R08C7.1	R08C7.1;	Gpal	Cele
Gpal_D383_g10960	Q21846	Uncharacterized protein	CELE_R08C7.11 R08C7.11	R08C7.11;	Gpal	Cele
Gpal_D383_g10960	Q22388	Uncharacterized protein	CELE_T11B7.2 T11B7.2	T11B7.2a;	Gpal	Cele
Gpal_D383_g10960	Q22756	Biogenesis of lysosome-related organelles complex 1 subunit 4 (BLOC-1 subunit 4) (Protein cappuccino homolog)	blos-4 T24H7.4	T24H7.4;	Gpal	Cele
Gpal_D383_g10960	Q22826	Fork-head domain-containing protein	CELE_T27A8.2 T27A8.2	T27A8.2;	Gpal	Cele
Gpal_D383_g10960	Q23055	Uncharacterized protein	CELE_T27E4.7 T27E4.7	T27E4.7;	Gpal	Cele
Gpal_D383_g10960	Q23184	Nematode Specific Peptide family, group A	nspa-8 CELE_W06A7.5 W06A7.5	W06A7.5;	Gpal	Cele
Gpal_D383_g10960	Q23329	Uncharacterized protein	CELE_ZC449.4 ZC449.4	ZC449.4;	Gpal	Cele
Gpal_D383_g10960	Q23537	Uncharacterized protein	CELE_ZK593.3 ZK593.3	ZK593.3;	Gpal	Cele
Gpal_D383_g10960	Q2V4X1	Uncharacterized protein	C07D10.6 CELE_C07D10.6	C07D10.6;	Gpal	Cele
Gpal_D383_g10960	Q3V5K3	Uncharacterized protein	CELE_Y75D11A.6 Y75D11A.6	Y75D11A.6;	Gpal	Cele
Gpal_D383_g10960	Q4PIT6	Uncharacterized protein	CELE_F43E12.1 F43E12.1	F43E12.1;	Gpal	Cele
Gpal_D383_g10960	Q4PIW4	Uncharacterized protein	C06E2.9 CELE_C06E2.9	C06E2.9;	Gpal	Cele
Gpal_D383_g10960	Q4R112	Uncharacterized protein	CELE_F56D6.14 F56D6.14	F56D6.14;	Gpal	Cele
Gpal_D383_g10960	Q4R115	Uncharacterized protein	CELE_F56D6.11 F56D6.11	F56D6.11;	Gpal	Cele
Gpal_D383_g10960	Q4W4Y7	SAM domain-containing protein	ave-1 CELE_M01G5.6 M01G5.6	M01G5.6;	Gpal	Cele
Gpal_D383_g10960	Q4W501	Uncharacterized protein	C50D2.10 CELE_C50D2.10	C50D2.10a;	Gpal	Cele
Gpal_D383_g10960	Q4W509	Nematode Specific Peptide family, group F	nspf-2 CELE_F34D6.8 F34D6.8	F34D6.8;	Gpal	Cele
Gpal_D383_g10960	Q4W510	Nematode Specific Peptide family, group F	nspf-1 CELE_F34D6.7 F34D6.7	F34D6.7;	Gpal	Cele
Gpal_D383_g10960	Q4W512	Uncharacterized protein	C41H7.9 CELE_C41H7.9	C41H7.9;	Gpal	Cele
Gpal_D383_g10960	Q564R8	Uncharacterized protein	CELE_H03G16.6 H03G16.6	H03G16.6;	Gpal	Cele
Gpal_D383_g10960	Q564R9	Uncharacterized protein	CELE_F14F8.14 F14F8.14	F14F8.14;	Gpal	Cele
Gpal_D383_g10960	Q564T2	Uncharacterized protein	CELE_ZK228.10 ZK228.10	ZK228.10;	Gpal	Cele
Gpal_D383_g10960	Q564U1	Uncharacterized protein	CELE_F49A5.10 F49A5.10	F49A5.10;	Gpal	Cele
Gpal_D383_g10960	Q564U6	Uncharacterized protein	CELE_F09C6.14 F09C6.14	F09C6.14;	Gpal	Cele
Gpal_D383_g10960	Q564U7	Uncharacterized protein	CELE_F09C6.13 F09C6.13	F09C6.13;	Gpal	Cele
Gpal_D383_g10960	Q56VY1	Nematode Specific Peptide family, group A	nspa-10 CELE_Y50E8A.17 Y50E8A.17	Y50E8A.17;	Gpal	Cele
Gpal_D383_g10960	Q56VZ1	Uncharacterized protein	CELE_F28H6.8 F28H6.8	F28H6.8;	Gpal	Cele
Gpal_D383_g10960	Q5F4U5	Sjogren's Syndrome Nuclear Autoantigen	ssna-1 tag-261 CELE_T07A9.13 T07A9.13	T07A9.13b;	Gpal	Cele
Gpal_D383_g10960	Q6BEV3	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 4	ostf-4 CELE_T07A5.5 T07A5.5	T07A5.5;	Gpal	Cele
Gpal_D383_g10960	Q7KX43	Secreted protein	CELE_Y46H3C.7 Y46H3C.7	Y46H3C.7;	Gpal	Cele
Gpal_D383_g10960	Q7YTK3	Uncharacterized protein	CELE_R09H10.7 R09H10.7	R09H10.7;	Gpal	Cele
Gpal_D383_g10960	Q7YTK8	Uncharacterized protein	CELE_T09A5.14 T09A5.14	T09A5.14;	Gpal	Cele
Gpal_D383_g10960	Q7YWM9	Uncharacterized protein	CELE_ZK836.3 ZK836.3	ZK836.3;	Gpal	Cele
Gpal_D383_g10960	Q7YWZ5	Uncharacterized protein	CELE_M03B6.5 M03B6.5	M03B6.5;	Gpal	Cele
Gpal_D383_g10960	Q7YX78	Uncharacterized protein	C04H4.1 CELE_C04H4.1	C04H4.1;	Gpal	Cele
Gpal_D383_g10960	Q7YX96	Uncharacterized protein	C08F8.9 CELE_C08F8.9	C08F8.9;	Gpal	Cele
Gpal_D383_g10960	Q7YXC5	Uncharacterized protein	CELE_Y47D3A.20 Y47D3A.20	Y47D3A.20;	Gpal	Cele
Gpal_D383_g10960	Q86D15	Neuropeptide-Like Protein	C33A12.19 CELE_C33A12.19	C33A12.19a;	Gpal	Cele
Gpal_D383_g10960	Q86LS3	Uncharacterized protein	CELE_K02E7.12 K02E7.12	K02E7.12;	Gpal	Cele
Gpal_D383_g10960	Q8I119	Uncharacterized protein	CELE_F45H10.5 F45H10.5	F45H10.5;	Gpal	Cele
Gpal_D383_g10960	Q8MPR4	Uncharacterized protein	CELE_ZK54.3 ZK54.3	ZK54.3;	Gpal	Cele
Gpal_D383_g10960	Q8MQD3	Uncharacterized protein	C18A3.10 CELE_C18A3.10	C18A3.10;	Gpal	Cele
Gpal_D383_g10960	Q8MXT9	Uncharacterized protein	CELE_Y97E10C.1 Y97E10C.1	Y97E10C.1;	Gpal	Cele
Gpal_D383_g10960	Q93514	Uncharacterized protein	CELE_F15D4.6 F15D4.6	F15D4.6;	Gpal	Cele
Gpal_D383_g10960	Q93905	Uncharacterized protein	CELE_M163.7 M163.7	M163.7;	Gpal	Cele
Gpal_D383_g10960	Q95QC2	RF_PROK_I domain-containing protein	CELE_R02F2.9 R02F2.9	R02F2.9;	Gpal	Cele
Gpal_D383_g10960	Q95QV4	Uncharacterized protein	C18A3.9 CELE_C18A3.9	C18A3.9;	Gpal	Cele
Gpal_D383_g10960	Q95R17	Uncharacterized protein	CELE_F43E2.6 F43E2.6	F43E2.6a;	Gpal	Cele
Gpal_D383_g10960	Q9BKU8	Modifier of protein aggregation 4 (Small EDRK-rich factor) (SERF)	moag-4 Y37E3.4	Y37E3.4;	Gpal	Cele
Gpal_D383_g10960	Q9BLB9	HMG box domain-containing protein	CELE_F12E12.1 F12E12.1	F12E12.1;	Gpal	Cele
Gpal_D383_g10960	Q9GYP8	Uncharacterized protein	CELE_F11D5.6 F11D5.6	F11D5.6;	Gpal	Cele
Gpal_D383_g10960	Q9GYQ5	Uncharacterized protein	C49H3.12 CELE_C49H3.12	C49H3.12a;	Gpal	Cele
Gpal_D383_g10960	Q9N2X3	KNL (Kinetochore null) Binding Protein	kbp-4 CELE_Y92C3B.1 Y92C3B.1	Y92C3B.1;	Gpal	Cele
Gpal_D383_g10960	Q9N416	Uncharacterized protein	CELE_Y39A3CL.3 Y39A3CL.3	Y39A3CL.3;	Gpal	Cele
Gpal_D383_g10960	Q9N5S5	BTB_2 domain-containing protein	CELE_F49H12.3 F49H12.3	F49H12.3;	Gpal	Cele
Gpal_D383_g10960	Q9NA77	Uncharacterized protein	tag-276 CELE_Y57A10A.9 Y57A10A.9	Y57A10A.9;	Gpal	Cele
Gpal_D383_g10960	Q9NAJ8	Nematode Specific Peptide family, group E	nspe-1 CELE_Y38E10A.13 Y38E10A.13	Y38E10A.13;	Gpal	Cele
Gpal_D383_g10960	Q9NF10	Uncharacterized protein	CELE_Y105E8B.6 Y105E8B.6	Y105E8B.6;	Gpal	Cele
Gpal_D383_g10960	Q9NF66	F-box domain-containing protein	CELE_Y105C5A.10 Y105C5A.10	Y105C5A.10;	Gpal	Cele
Gpal_D383_g10960	Q9U2Q2	Uncharacterized protein	CELE_Y26D4A.3 Y26D4A.3	Y26D4A.3;	Gpal	Cele
Gpal_D383_g10960	Q9U3B7	Heat Shock factor Binding protein	hsb-1 CELE_K08E7.2 K08E7.2	K08E7.2;	Gpal	Cele
Gpal_D383_g10960	Q9U3J9	Ground-like domain-containing protein	grl-24 CELE_F11E6.2 F11E6.2	F11E6.2;	Gpal	Cele
Gpal_D383_g10960	Q9XU97	ATP synthase subunit e, mitochondrial	CELE_F44E5.1 F44E5.1	F44E5.1;	Gpal	Cele
Gpal_D383_g10960	Q9XV54	Uncharacterized protein	CELE_F26F2.5 F26F2.5	F26F2.5;	Gpal	Cele
Gpal_D383_g10960	Q9XVC0	Uncharacterized protein	C43D7.7 CELE_C43D7.7	C43D7.7;	Gpal	Cele
Gpal_D383_g10960	Q9XVD8	Uncharacterized protein	C14A6.8 CELE_C14A6.8	C14A6.8;	Gpal	Cele
Gpal_D383_g10960	Q9XVE2	Uncharacterized protein	C14A6.3 CELE_C14A6.3	C14A6.3;	Gpal	Cele
Gpal_D383_g10960	Q9XVG6	Uncharacterized protein	CELE_W02D9.9 W02D9.9	W02D9.9;	Gpal	Cele
Gpal_D383_g10960	Q9XVX7	Uncharacterized protein	CELE_K03H1.12 K03H1.12	K03H1.12;	Gpal	Cele
Gpal_D383_g10960	Q9XVY8	Uncharacterized protein	CELE_Y7A5A.6 Y7A5A.6	Y7A5A.6;	Gpal	Cele
Gpal_D383_g10960	Q9XX40	AntiBacterial Factor related	abf-4 CELE_Y38H6C.22 Y38H6C.22	Y38H6C.22;	Gpal	Cele
